File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_07.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_07.c,82,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_07.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_07.c,115,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_08.c,48,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_08.c,85,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_08.c,90,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_08.c,118,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_08.c,123,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_09.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_09.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_09.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_09.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_09.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,58,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,63,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,95,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,100,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,123,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,128,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,36,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,78,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,83,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,113,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,118,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,68,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,73,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,36,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,69,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,74,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,35,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,66,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,71,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
